year,petroleo_precio_nominal_usd_bbl,deflactor_eeuu_2019,petroleo_precio_real_usd2019_bbl,jacks_beef,jacks_hides,jacks_lamb,jacks_pork,jacks_coal,jacks_natural_gas,jacks_petroleum,jacks_barley,jacks_corn,jacks_rice,jacks_rye,jacks_wheat,jacks_aluminum,jacks_chromium,jacks_copper,jacks_lead,jacks_manganese,jacks_nickel,jacks_steel,jacks_tin,jacks_zinc,jacks_bauxite,jacks_iron_ore,jacks_phosphate,jacks_potash,jacks_sulfur,jacks_gold,jacks_platinum,jacks_silver,jacks_cocoa,jacks_coffee,jacks_cotton,jacks_cottonseed,jacks_palm_oil,jacks_peanuts,jacks_rubber,jacks_saw_logs,jacks_soybeans,jacks_sugar,jacks_tea,jacks_tobacco,jacks_wool,jacks_indice_vp1975,jacks_indice_vp2019,jacks_indice_igual,jacks_sub_cultivados,jacks_sub_subsuelo,jacks_sub_subsuelo_sin_energia,gycpi_nominal,gycpi_metales_nominal,muv_g5,gycpi_real,gycpi_metales_real,cmo_petroleo_real2010,cmo_carbon_aus_real2010,cmo_gas_eeuu_real2010,cmo_gas_europa_real2010,cmo_cobre_real2010,cmo_hierro_real2010,cmo_aluminio_real2010,cmo_oro_real2010,cmo_estano_real2010,cmo_niquel_real2010,cmo_zinc_real2010,usgs_prod_mundial_aluminio_t,usgs_prod_mundial_bauxita_t,usgs_prod_mundial_cobre_t,usgs_prod_mundial_oro_t,usgs_prod_mundial_hierro_t,usgs_prod_mundial_plomo_t,usgs_prod_mundial_niquel_t,usgs_prod_mundial_fosfato_t,usgs_prod_mundial_plata_t,usgs_prod_mundial_estano_t,usgs_prod_mundial_zinc_t,mundo_oil_prod_twh,mundo_oil_cum_twh,mundo_gas_prod_twh,mundo_gas_cum_twh,mundo_coal_prod_twh,mundo_coal_cum_twh,mundo_gigantes_n,mundo_gigantes_eur_mbep,mundo_gigantes_eur_petroleo_mbep,mundo_gigantes_eur_cum_mbep
2016,43.734169006347656,0.9387842910874576,46.585961675698044,184.25,31.54,140.44,12.45,165.54,109.91,267.74,33.97,29.84,21.18,34.66,22.03,6.51,134.88,47.78,67.89,114.21,28.27,82.61,102.59,79.36,20.85,58.13,53.86,17.31,13.21,204.94,176.88,89.75,28.14,59.26,26.76,43.53,27.7,30.93,4.6,398.24,15.34,22.62,28.51,81.26,25.97,115.64,140.76,74.89,54.62,171.56,75.69,,,,,,45.53009086934,70.32152859017,2.65044843844,4.85315627353,5176.96213974264,62.13353894147,1706.03176291255,1328.287071502,19072.3829274345,10204.3806941047,2222.66829735191,59400000.0,286000000.0,20500000.0,3180.0,2370000000.0,4670000.0,2000000.0,265000000.0,28600.0,309000.0,13800000.0,50937.781,2196708.2619999996,35535.949,1135535.52,42191.59,2042864.3529999992,8.0,32640.0,8900.0,2750482.4450000003
2017,54.19244003295898,0.9587814291846981,56.522204522715505,194.91,29.6,163.37,13.34,215.15,127.79,309.01,34.57,28.37,20.88,31.15,21.8,7.81,151.04,59.29,82.43,124.63,30.03,87.85,112.36,107.48,22.9,69.13,42.82,14.2,15.85,202.04,166.41,87.46,19.34,53.34,29.51,32.82,27.68,32.33,5.59,377.21,14.58,19.65,32.74,76.86,27.23,129.55,158.66,79.11,55.25,197.62,81.13,,,,,,54.27587624627,90.98399972591,3.04355534998,5.87629078418,6341.80285743653,73.75886524823,2022.46291157022,1292.58830986398,20619.970363518,10699.5939973276,2971.39137287148,59400000.0,308000000.0,20100000.0,3260.0,2440000000.0,4570000.0,2190000.0,252000000.0,26500.0,341000.0,13700000.0,51008.156,2247716.4179999996,36843.316,1172378.8360000001,43193.328,2086057.6809999992,7.0,20800.0,17800.0,2771282.4450000003
2018,71.31005859375,0.9822004642280125,72.60234666025953,181.93,24.18,170.02,11.85,248.08,131.58,384.08,34.64,29.47,21.49,40.57,24.35,8.17,147.56,61.26,77.89,135.47,36.94,98.78,110.14,106.06,24.75,66.54,40.97,13.69,27.07,199.05,150.64,78.61,21.34,45.89,31.49,30.47,22.98,28.02,4.28,374.15,14.27,14.97,28.9,78.89,37.08,149.72,183.77,81.39,53.62,237.77,88.67,,,,,,67.0994502258,105.06823090516,3.10202729236,7.54140943832,6410.56188232214,68.47797630735,2069.97349302965,1246.05013417108,19777.3471758623,12874.5966686302,2869.0154787617,63300000.0,341000000.0,20600000.0,3310.0,2460000000.0,4520000.0,2380000.0,224000000.0,25900.0,327000.0,13100000.0,52229.098,2299945.516,38559.543,1210938.3790000002,45150.984,2131208.664999999,5.0,87760.0,86140.0,2859042.4450000003
2019,64.2105712890625,1.0,64.2105712890625,202.75,17.88,167.2,12.14,177.09,105.03,331.79,36.01,29.94,20.98,38.2,24.78,6.83,119.06,55.38,68.17,138.19,38.49,96.71,100.21,90.91,21.94,87.24,40.27,15.94,16.73,214.5,145.35,79.69,21.39,44.36,26.36,32.62,21.26,27.75,4.41,372.12,13.11,14.94,25.55,72.93,33.4,134.33,163.83,76.42,55.54,206.53,88.1,,,,,,61.72848813832,78.29295670822,2.57929567082,4.82745402713,6041.56111781263,94.33973327972,1803.86844926953,1399.77717464147,18758.7019166332,13986.6388553813,2563.74145556896,62600000.0,388000000.0,20400000.0,3260.0,2450000000.0,4650000.0,2590000.0,224000000.0,25800.0,294000.0,13600000.0,52156.902,2352102.4179999996,39725.438,1250663.8170000003,45802.574,2177011.238999999,3.0,2300.0,1000.0,2861342.4450000003
2020,41.83834457397461,1.0123358439630665,41.328522370784505,196.38,14.75,165.62,10.8,145.6,82.27,225.98,33.7,28.77,24.62,33.59,26.39,6.41,105.48,56.2,61.55,141.24,37.68,87.06,90.84,79.82,21.49,99.47,34.39,14.86,7.96,269.37,146.8,99.68,21.39,50.58,24.05,35.81,26.25,37.87,4.59,375.44,14.27,14.92,26.58,68.21,20.59,106.48,130.32,73.08,55.73,152.97,82.72,,,,,,42.14277607536261,62.08886618998978,2.0575842696629207,3.311566945240041,6306.201055498805,111.25468164793666,1740.537963908754,1808.2269322437896,17491.92969016006,14082.999659516548,2315.065543071164,65000000.0,393000000.0,20600000.0,3050.0,2470000000.0,4430000.0,,221000000.0,24100.0,276000.0,13800000.0,48711.66,2400814.0779999997,38669.66,1289333.4770000002,43486.125,2220497.363999999,,,,
2021,70.91189575195312,1.059893953138463,66.9047082889521,214.7,19.91,199.59,16.07,293.16,150.58,373.17,54.79,43.11,21.7,40.53,31.17,8.88,152.19,81.0,70.89,197.92,48.2,114.62,164.09,100.99,30.73,139.04,53.22,31.96,28.08,261.55,173.18,116.66,20.92,65.58,32.31,44.12,37.7,30.59,5.25,348.84,19.55,19.61,25.29,62.43,20.55,157.33,194.99,94.39,60.28,246.26,108.9,,,,,,63.13579118424132,126.18829981718464,3.5204829372303474,14.731149861407678,8516.499085923217,147.81535648994515,2260.3732480194976,1644.9992382693508,29601.59811090795,16878.396556977423,2744.5345825715995,67500000.0,384000000.0,,3120.0,2680000000.0,4550000.0,,238000000.0,25000.0,305000.0,13300000.0,49280.457,2450094.5349999997,40465.746,1329799.2230000002,45359.484,2265856.8479999993,,,,
2022,,,,209.18,14.58,174.67,15.74,657.76,231.17,480.1,64.15,49.03,19.15,39.81,39.14,9.0,167.78,71.06,64.21,172.98,62.51,132.94,147.23,108.52,34.61,98.25,106.44,47.07,51.06,242.3,141.33,93.55,19.1,75.77,38.42,60.76,39.4,28.56,4.25,271.38,20.96,19.01,26.57,59.4,18.45,202.71,255.57,105.41,57.79,335.49,119.77,,,,,,82.67466061208172,293.6511990918093,5.422151270046829,34.34666423346104,7511.592876401302,103.27870015609196,2303.1240244075525,1533.0800340570456,26679.782886334608,21995.508727117918,2964.136511990915,,,,3160.0,,,,228000000.0,,,12900000.0,51482.996,2501577.5309999995,40503.566,1370302.7890000003,48548.547,2314405.394999999,,,,
2023,,,,175.23,12.61,115.26,12.45,297.05,87.09,379.27,45.66,37.32,23.31,35.25,25.37,7.21,154.84,65.64,61.2,161.56,49.97,116.25,116.75,79.34,28.82,94.07,123.55,20.07,27.47,251.08,136.4,96.47,25.15,58.68,26.99,39.57,26.29,33.09,3.56,242.8,17.82,23.12,22.92,67.02,17.75,152.4,188.41,81.94,49.96,246.26,106.63,,,,,,70.77624403544259,151.42784107508328,2.2241966111568803,11.492903809114813,7441.096260590123,105.6741162722787,1976.9843704352936,1702.5993280747855,22732.789950335933,18861.62576687117,2324.8064563248645,,,,,,,,,,,,52501.914,2554079.4449999994,40642.184,1410944.9730000002,50074.297,2364479.691999999,,,,
2024,,,,205.86,10.66,133.22,12.7,233.3,73.23,359.74,36.18,27.34,24.07,30.15,22.07,7.51,141.54,68.65,57.59,153.94,37.91,105.66,131.56,80.66,28.94,84.34,56.9,15.01,25.62,299.76,130.96,113.21,54.59,70.56,23.91,34.87,27.75,30.47,5.0,218.49,13.39,19.51,24.7,76.57,17.21,143.39,176.51,79.17,52.03,227.09,97.18,,,,,,68.40462399845352,118.28554879814943,1.9036562409470028,9.52416119251955,7942.780191138141,95.04561251086012,2101.665218650452,2074.4591659426587,26121.867216912862,14608.13423110339,2411.678974804518,,,,,,,,,,,,52831.051,2606910.4959999993,41244.516,1452189.4890000003,50618.328,2415098.019999999,,,,
2025,,,,232.04,8.01,176.87,13.6,184.38,115.01,299.91,29.87,28.41,16.25,23.97,20.46,7.95,150.05,72.78,53.21,153.14,33.31,100.44,145.24,81.14,29.18,76.75,55.44,17.22,45.5,420.98,170.77,155.3,56.59,103.62,20.81,32.45,28.26,22.36,4.65,215.43,11.69,15.68,23.04,92.12,19.01,128.22,161.51,84.83,53.71,196.49,95.86,,,,,,58.07524643506461,93.3598908986477,3.0363695090439276,10.302665409465977,8567.876830318692,86.28911857594316,2266.7492104507583,2964.259977031292,29335.77591157046,13059.567901234539,2469.877978753945,,,,,,,,,,,,,,,,,,,,,
