year,finanzas__us_ltrate,finanzas__us_strate,finanzas__us_policy_rate,finanzas__us_infl,finanzas__us_real_ltrate,finanzas__us_real_strate,finanzas__us_reer,finanzas__us_debt_gdp,finanzas__share_bank_onset,finanzas__share_bank_onset_gdpw,finanzas__share_currency_onset,finanzas__share_currency_onset_gdpw,finanzas__share_sovdebt_onset,finanzas__share_sovdebt_onset_gdpw,finanzas__share_bank_active_lv,finanzas__share_bank_active_lv_gdpw,finanzas__world_debt_gdp_gdpw,finanzas__world_debt_gdp_median,finanzas__world_r_minus_g_median,finanzas__world_r_minus_g_eff_median,finanzas__n_countries_debt,finanzas__usd_index_major,finanzas__usd_index_broad,recursos__petroleo_precio_nominal_usd_bbl,recursos__deflactor_eeuu_2019,recursos__petroleo_precio_real_usd2019_bbl,recursos__jacks_beef,recursos__jacks_hides,recursos__jacks_lamb,recursos__jacks_pork,recursos__jacks_coal,recursos__jacks_natural_gas,recursos__jacks_petroleum,recursos__jacks_barley,recursos__jacks_corn,recursos__jacks_rice,recursos__jacks_rye,recursos__jacks_wheat,recursos__jacks_aluminum,recursos__jacks_chromium,recursos__jacks_copper,recursos__jacks_lead,recursos__jacks_manganese,recursos__jacks_nickel,recursos__jacks_steel,recursos__jacks_tin,recursos__jacks_zinc,recursos__jacks_bauxite,recursos__jacks_iron_ore,recursos__jacks_phosphate,recursos__jacks_potash,recursos__jacks_sulfur,recursos__jacks_gold,recursos__jacks_platinum,recursos__jacks_silver,recursos__jacks_cocoa,recursos__jacks_coffee,recursos__jacks_cotton,recursos__jacks_cottonseed,recursos__jacks_palm_oil,recursos__jacks_peanuts,recursos__jacks_rubber,recursos__jacks_saw_logs,recursos__jacks_soybeans,recursos__jacks_sugar,recursos__jacks_tea,recursos__jacks_tobacco,recursos__jacks_wool,recursos__jacks_indice_vp1975,recursos__jacks_indice_vp2019,recursos__jacks_indice_igual,recursos__jacks_sub_cultivados,recursos__jacks_sub_subsuelo,recursos__jacks_sub_subsuelo_sin_energia,recursos__gycpi_nominal,recursos__gycpi_metales_nominal,recursos__muv_g5,recursos__gycpi_real,recursos__gycpi_metales_real,recursos__cmo_petroleo_real2010,recursos__cmo_carbon_aus_real2010,recursos__cmo_gas_eeuu_real2010,recursos__cmo_gas_europa_real2010,recursos__cmo_cobre_real2010,recursos__cmo_hierro_real2010,recursos__cmo_aluminio_real2010,recursos__cmo_oro_real2010,recursos__cmo_estano_real2010,recursos__cmo_niquel_real2010,recursos__cmo_zinc_real2010,recursos__usgs_prod_mundial_aluminio_t,recursos__usgs_prod_mundial_bauxita_t,recursos__usgs_prod_mundial_cobre_t,recursos__usgs_prod_mundial_oro_t,recursos__usgs_prod_mundial_hierro_t,recursos__usgs_prod_mundial_plomo_t,recursos__usgs_prod_mundial_niquel_t,recursos__usgs_prod_mundial_fosfato_t,recursos__usgs_prod_mundial_plata_t,recursos__usgs_prod_mundial_estano_t,recursos__usgs_prod_mundial_zinc_t,recursos__mundo_oil_prod_twh,recursos__mundo_oil_cum_twh,recursos__mundo_gas_prod_twh,recursos__mundo_gas_cum_twh,recursos__mundo_coal_prod_twh,recursos__mundo_coal_cum_twh,recursos__mundo_gigantes_n,recursos__mundo_gigantes_eur_mbep,recursos__mundo_gigantes_eur_petroleo_mbep,recursos__mundo_gigantes_eur_cum_mbep,geopolitica__cinc_share_usa,geopolitica__cinc_share_rus,geopolitica__cinc_share_chn,geopolitica__cinc_top1_iso,geopolitica__cinc_top1_share,geopolitica__cinc_top2_share,geopolitica__cinc_lead_ratio,geopolitica__cinc_hhi,geopolitica__cinc_con,geopolitica__chn_usa_cinc_ratio,geopolitica__n_poles_10pct,geopolitica__gdp_share_usa,geopolitica__gdp_share_chn,geopolitica__gdp_share_rus,geopolitica__chn_usa_gdp_ratio,geopolitica__cold_war,geopolitica__bipolar,geopolitica__n_states,geopolitica__share_democracies_row,geopolitica__mean_polyarchy,geopolitica__coups_world,geopolitica__coups_success_world,geopolitica__dem_transitions_world,geopolitica__dem_breakdowns_world,geopolitica__mid_onsets_world,geopolitica__states_in_interstate_conflict,geopolitica__states_sanctioned,geopolitica__n_major_powers,geopolitica__mean_oda_gni,clima__gmst_hadcrut5,clima__gmst_gistemp,clima__gmst_preind,clima__co2_ppm_mlo,clima__co2_ppm_icecore,clima__co2_ppm,clima__co2_mt,clima__co2_pc,clima__co2_per_gdp,clima__co2_incl_luc_mt,clima__co2_luc_mt,clima__co2_coal_mt,clima__co2_oil_mt,clima__co2_gas_mt,clima__co2_cement_mt,clima__co2_flaring_mt,clima__co2_cons_mt,clima__co2_cons_pc,clima__co2_trade_mt,clima__co2_trade_share,clima__co2_cum_mt,clima__co2_cum_incl_luc_mt,clima__co2_cum_luc_mt,clima__co2_share_world,clima__co2_cum_share_world,clima__ch4_mtco2e,clima__n2o_mtco2e,clima__ghg_mtco2e,clima__ghg_excl_lucf_mtco2e,clima__ghg_pc,clima__dT_from_ghg,clima__dT_from_co2,clima__dT_share_world,clima__primary_energy_twh,clima__coal_prod_twh,clima__oil_prod_twh,clima__gas_prod_twh,clima__fossil_cons_twh,clima__fossil_share_energy,clima__fossil_prod_twh,clima__world_dis_n_total,clima__world_dis_n_climate,clima__world_dis_n_flood,clima__world_dis_n_storm,clima__world_dis_n_drought,clima__world_dis_n_extreme_temp,clima__world_dis_n_wildfire,clima__world_dis_n_geo,clima__world_dis_deaths,clima__world_dis_deaths_climate,clima__world_dis_affected,clima__world_dis_damage_kusd,clima__world_dis_damage_climate_kusd,clima__ef_cons_pc_2025ed,clima__biocap_pc_2025ed,clima__overshoot_ratio,clima__lpi,clima__lpi_hi,clima__lpi_lo,clima__material_footprint_t_sum,clima__co2_gtc,clima__co2_cum_incl_luc_gtco2
1997,0.063391,0.0507,0.055,0.0233757,0.0391013,0.0267002,99.0545,0.674298,0.0368098,0.166021,0.05625,0.0192384,0.01875,0.00123605,0.0897436,0.235946,0.653495,0.52775,0.00497249,-0.0407192,173.0,93.9341,,19.092588424682617,0.6277934726348744,30.412212386583533,125.39,58.57,345.49,21.73,122.22,163.21,188.42,50.5,35.23,24.26,37.96,26.84,9.7,92.38,33.39,33.89,139.01,30.51,62.21,48.25,74.66,33.27,64.53,23.7,11.18,18.82,81.24,105.82,38.4,23.56,102.27,42.73,34.59,30.73,32.82,4.36,517.1,16.72,21.3,32.71,89.58,16.91,94.08,110.8,73.0,59.39,125.86,57.3,120.882,122.247,168.634,71.68305323956024,72.49249854714945,22.31211275244,40.84997229533,2.88837110313,3.186994206,2649.80237677781,35.08991186032,1861.37143401551,385.34406663305,6571.95836249199,8062.39994408308,1531.76485065225,21700000.0,122000000.0,11500000.0,2450.0,1040000000.0,3100000.0,1140000.0,143000000.0,16500.0,241000.0,7540000.0,40023.195,1332877.5169999998,21882.971,582196.2290000002,26894.83,1343432.3349999995,9.0,8039.831,3370.832,2424850.117,0.139455021674042,0.0559645585184438,0.1491492462657634,CHN,0.1491492462657634,0.139455021674042,1.0695150628163137,0.0583492724683301,0.2308389788321448,1.0695150628163137,2.0,0.2239683098933611,0.0924348958583443,0.0252418812195024,0.4127141732790489,0.0,0.0,196.0,0.4183673469387755,0.488242774566474,3.0,2.0,1.0,0.0,79.0,2.0,49.0,7.0,6.604987652206643,0.4151,0.4633,0.7724568627450981,363.88,363.73,363.88,24380.322,4.115,,32399.938,8019.617,8927.3,9702.211,4395.058,658.829,350.78,24380.322,4.115,0.0,0.0,970671.938,1715611.125,749512.188,100.0,100.0,7485.23,2350.142,41519.98,28417.307,7.008,1.102,0.762,100.0,105269.266,26894.83,40023.195,21882.971,90245.734,86.22,88800.996,322.0,233.0,95.0,79.0,18.0,13.0,15.0,26.0,30024.0,16238.0,70394749.0,76427478.0,66993443.0,2.4845603158096106,1.88912231375134,1.3151929325718856,51.7500764,59.6143703,44.9995846,53318894948.303,6.654018013100437,1715.611125
1998,0.052523,0.0481917,0.0475,0.0154701,0.0364885,0.0322231,106.199,0.642118,0.0613497,0.050991,0.0625,0.0474989,0.0125,0.0103547,0.111111,0.240985,0.68324,0.54823,0.00274235,-0.0211828,176.0,98.4502,,12.71566104888916,0.6375721871618184,19.943876638492505,114.65,50.12,262.62,13.4,101.61,134.55,130.98,43.5,28.53,23.94,24.82,20.52,8.11,81.06,23.9,28.22,127.4,20.06,58.16,46.63,57.26,30.23,66.3,23.33,11.01,14.94,71.07,98.23,42.78,24.03,72.03,34.79,39.14,37.2,32.33,3.04,347.12,13.56,16.46,31.99,83.33,12.65,72.66,86.34,59.66,47.82,95.42,53.21,106.333,99.364,167.617,63.43807609013405,59.28038325468181,15.89910408141,35.57320499497,2.53972623853,2.94000972946,2012.9482965579,37.72623730116,1652.00657776371,357.98649687227,6742.44935680199,5634.015995632,1246.75072818695,22600000.0,123000000.0,12100000.0,2500.0,1050000000.0,3060000.0,1180000.0,144000000.0,17200.0,231000.0,7570000.0,41034.703,1373912.2199999995,22023.701,604219.9300000002,26412.434,1369844.7689999996,12.0,9947.269,4001.102,2434797.386,0.1414295774409269,0.0512257802649317,0.1540933220740211,CHN,0.1540933220740211,0.1414295774409269,1.0895409917941934,0.0597485274248539,0.2338662266786326,1.0895409917941934,2.0,0.2295958804298078,0.0923255319012691,0.0233902839869524,0.4021219010046432,0.0,0.0,197.0,0.4263959390862944,0.4899080459770115,1.0,0.0,3.0,1.0,70.0,4.0,54.0,7.0,6.299582166335414,0.572,0.6075,0.929356862745098,366.84,366.7,366.84,24295.713,4.045,,31087.949,6792.238,8689.001,9821.975,4443.504,656.596,334.982,24295.715,4.045,0.002,0.0,994967.625,1746699.0,756304.375,100.0,100.0,7419.233,2378.566,40128.703,28197.176,6.68,1.119,0.776,100.0,105852.398,26412.434,41034.703,22023.701,90618.578,86.101,89470.838,362.0,254.0,94.0,88.0,20.0,12.0,18.0,34.0,62672.0,40168.0,343760968.0,161554273.0,159270436.0,2.4527498495870126,1.87056560345851,1.311234337385492,50.4664511,58.1777225,43.8092504,54255607358.261,6.630926037117904,1746.699
1999,0.056419,0.046575,0.055,0.0219314,0.0337475,0.0241147,105.15,0.605026,0.0,0.0,0.04375,0.0200255,0.01875,0.00852454,0.0643777,0.167974,0.693995,0.584647,0.00490332,-0.0133899,177.0,97.0442,,17.970077514648438,0.6516535360817174,27.576122156413785,118.32,46.13,256.52,12.76,88.98,142.83,171.84,38.0,24.37,19.13,22.14,17.33,7.95,61.86,22.23,26.29,112.83,25.48,49.6,44.43,58.85,28.14,55.72,30.07,10.77,18.98,65.89,97.31,39.32,15.92,54.15,27.59,23.68,23.65,27.63,2.59,391.23,11.0,11.31,28.14,74.32,10.17,79.39,94.12,57.51,45.98,109.99,46.34,93.311,97.679,165.445,56.40001208860952,59.040164405089314,22.42347394177,32.12708864706,2.81254203798,2.64399632026,1951.64877072394,34.23442712993,1688.87772462046,345.90337780473,6704.95545534918,7458.89560747339,1335.55419914495,23600000.0,129000000.0,12800000.0,2570.0,1020000000.0,3080000.0,1170000.0,137000000.0,17600.0,245000.0,7960000.0,40104.688,1414016.9079999998,23102.75,627322.6800000002,26421.254,1396266.0229999996,19.0,28473.486,11943.099,2463270.872,0.1424859783445804,0.0514687399568028,0.1575313640888851,CHN,0.1575313640888851,0.1424859783445804,1.105592044347829,0.0609338492320838,0.2365697471355262,1.105592044347829,2.0,0.2288551734565356,0.096359826110669,0.0234786001219883,0.4210515526273203,0.0,0.0,199.0,0.4271356783919598,0.4898800000000001,6.0,5.0,2.0,1.0,97.0,4.0,47.0,7.0,6.2143249951340325,0.318,0.3808,0.6753568627450981,368.54,368.38,368.54,24837.771,4.079,,31399.629,6561.857,8809.093,10064.188,4586.166,688.047,328.418,24837.771,4.079,0.0,0.0,1019805.375,1778098.625,762866.25,100.0,100.0,7436.038,2398.701,40450.992,28691.545,6.643,1.136,0.79,100.0,107613.984,26421.254,40104.688,23102.75,92016.5,85.997,89628.69200000001,413.0,298.0,122.0,106.0,23.0,8.0,21.0,38.0,76886.0,48724.0,281998861.0,205327614.0,129024797.0,2.521079199542041,1.85058095661083,1.3623177038194358,48.6643792,56.1624015,42.2015856,55321929112.076,6.778867631004367,1778.098625
2000,0.060298,0.0583917,0.065,0.0336668,0.0257638,0.0239195,108.698,0.545224,0.0124224,0.00917124,0.025,0.0123452,0.0,0.0,0.0425532,0.168096,0.67477,0.549408,-0.00844209,-0.0312486,182.0,101.802,,28.49544906616211,0.6735578566221794,42.3058669511536,121.76,49.63,241.82,16.48,90.79,262.46,262.08,37.39,23.14,15.08,24.53,17.23,8.77,64.24,24.82,23.02,118.75,35.45,58.34,43.34,59.68,29.12,51.9,29.9,10.42,12.0,63.81,136.02,36.13,12.29,43.9,29.68,28.85,16.28,26.95,2.66,384.25,11.17,14.29,27.77,70.37,10.0,103.89,126.92,63.01,45.5,157.39,52.5,92.753,107.338,161.945,57.27438327827349,66.28052733952885,35.48230196637,32.9939668175,5.41520026814,4.84958940841,2279.37300988772,36.18652589241,1947.13528573823,350.71853527736,6832.21258588906,10856.886835931,1417.96547678901,24300000.0,136000000.0,13300000.0,2590.0,969000000.0,3200000.0,1290000.0,132000000.0,18100.0,278000.0,8770000.0,41796.285,1455813.1929999995,24011.674,651334.3540000002,26812.115,1423078.1379999996,19.0,33050.062,14978.333,2496320.934,0.1426155208623329,0.0514480410630924,0.1622509686735764,CHN,0.1622509686735764,0.1426155208623329,1.1376810019871375,0.062372584135774,0.2396616427375197,1.1376810019871375,2.0,0.228622952430392,0.098797682762009,0.0240725972656299,0.4321424498797408,0.0,0.0,196.0,0.4285714285714285,0.4934857142857143,8.0,1.0,4.0,5.0,102.0,4.0,45.0,7.0,6.351579099309604,0.3255,0.3925,0.682856862745098,369.71,369.55,369.71,25511.482,4.134,0.426,31657.244,6145.762,9156.638,10211.624,4727.823,718.165,345.576,25511.482,4.134,0.0,0.0,1045316.812,1809755.875,769012.0,100.0,100.0,7544.741,2390.251,40795.379,29457.48,6.61,1.154,0.804,100.0,110416.398,26812.115,41796.285,24011.674,94467.258,86.045,92620.074,502.0,352.0,147.0,95.0,27.0,28.0,27.0,35.0,16579.0,9371.0,174227226.0,82618808.0,81031389.0,2.574025518125754,1.82593935552926,1.4096993475337285,47.2215375,54.5681729,40.8896736,56523812168.507,6.9627407205240175,1809.755875
2001,0.05005,0.0345167,0.0175,0.0281663,0.0212842,0.00617641,114.852,0.53146,0.0124224,0.134446,0.01875,0.0214555,0.0125,0.00892557,0.0340426,0.149513,0.682002,0.521799,0.00995434,-0.0127876,186.0,107.85,,24.443891525268555,0.6927241370940093,35.286617307448154,129.52,50.89,271.37,16.61,110.68,234.36,217.75,44.21,22.78,12.52,26.24,18.24,7.95,70.09,21.02,23.48,104.95,23.84,41.52,34.8,45.63,28.56,47.92,29.08,10.13,4.72,60.26,128.59,31.04,14.1,30.54,23.45,25.44,14.67,26.07,2.23,312.85,10.04,14.66,23.0,69.07,11.5,90.35,109.24,58.25,43.97,132.85,39.52,88.68,95.077,157.179,56.41975073005936,60.48963283899248,31.79919692386,42.19443718987,5.16562200749,5.29838077827,2060.96674501611,39.21389396709,1885.1321058588,353.86415077914,5855.89144250022,7762.76660572821,1156.65534952555,24300000.0,137000000.0,13700000.0,2600.0,937000000.0,3120000.0,1350000.0,126000000.0,18700.0,246000.0,8910000.0,41854.5,1497667.6929999995,24583.936,675918.2900000002,27948.264,1451026.4019999995,12.0,12286.325,6960.325,2508607.259,0.1413121319521966,0.0534742807717967,0.1653508377640117,CHN,0.1653508377640117,0.1413121319521966,1.1701107008982568,0.0629830149436699,0.2409384705713643,1.1701107008982568,2.0,0.2262552209800584,0.1034060693853057,0.0245488168223148,0.4570328540370773,0.0,0.0,196.0,0.4387755102040816,0.4961485714285715,4.0,0.0,2.0,0.0,75.0,5.0,45.0,7.0,7.106868938559822,0.4835,0.5317,0.8408568627450981,371.32,371.14,371.32,25692.994,4.108,,31153.697,5460.704,9208.429,10283.57,4771.715,750.748,334.076,25692.994,4.108,0.0,0.0,1071009.875,1840909.5,774472.75,100.0,100.0,7523.762,2385.423,40260.363,29614.561,6.437,1.171,0.817,100.0,111493.289,27948.264,41854.5,24583.936,95595.227,86.207,94386.7,430.0,331.0,151.0,100.0,22.0,20.0,14.0,29.0,39423.0,9569.0,108969335.0,46587010.0,33887788.0,2.6083041837006933,1.81338112778184,1.4383651311576278,45.6713694,52.9140444,39.431147,57491987090.516,7.01228002183406,1840.9095
2002,0.045939,0.016125,0.0125,0.0159567,0.0295114,0.000165657,114.572,0.55538,0.00621118,0.000382008,0.0375,0.0162533,0.025,0.000603461,0.0170213,0.00468054,0.697172,0.51904,0.00758804,-0.0153299,188.0,106.152,,25.023256301879883,0.7036762973645757,35.56074916207572,127.64,48.63,299.54,12.58,87.22,196.25,215.8,50.49,24.83,13.68,29.98,21.66,7.31,63.87,20.43,21.94,91.99,26.67,46.56,30.99,39.46,24.61,49.87,28.62,9.98,5.49,67.85,128.98,32.13,23.09,29.7,22.24,27.89,20.64,21.43,2.92,316.41,10.74,11.51,21.34,62.11,19.27,88.89,106.8,57.48,44.06,129.98,42.98,92.114,90.655,155.212,59.34721542148803,58.40721078267145,32.93835674129,33.44262024313,4.43313953488,4.032329105,2060.62037526427,38.72885835095,1783.71432346723,409.58201198027,5365.35412262156,8947.87372269204,1029.00369978858,26100000.0,144000000.0,13600000.0,2550.0,982000000.0,2850000.0,1350000.0,136000000.0,18800.0,233000.0,8880000.0,41349.258,1539016.9509999997,25156.049,701074.3390000002,28287.121,1479313.5229999996,11.0,7020.124,4973.5,2515627.383,0.1527759897278035,0.0493339935454956,0.1528482593543792,CHN,0.1528482593543792,0.1527759897278035,1.0004730430920756,0.0625328654218838,0.240051370603887,1.0004730430920756,2.0,0.21865135215071,0.1116622245177027,0.025266476104846,0.5106861833661894,0.0,0.0,196.0,0.4489795918367347,0.5076857142857143,2.0,0.0,4.0,2.0,62.0,2.0,46.0,7.0,7.18856318190915,0.5372,0.6275,0.894556862745098,373.45,373.28,373.45,26265.332,4.144,,32359.027,6093.696,9630.182,10269.353,4913.652,779.004,323.111,26265.332,4.144,0.0,0.0,1097275.125,1873268.625,780566.438,100.0,100.0,7480.677,2402.932,41423.414,30085.199,6.536,1.189,0.831,100.0,113894.43,28287.121,41349.258,25156.049,97731.234,86.292,94792.428,489.0,362.0,165.0,117.0,25.0,15.0,21.0,44.0,20882.0,10570.0,659390074.0,87481539.0,83963661.0,2.497956964266556,1.78781817689513,1.3972097367332457,44.4983943,51.6829678,38.3065339,58707813309.241,7.168485807860262,1873.268625
2003,0.040028,0.0101333,0.01,0.02298,0.0166651,-0.0125581,107.363,0.58625,0.00621118,0.000535904,0.025,0.000960084,0.0125,0.000671433,0.012766,0.00422393,0.707434,0.496654,-0.00327122,-0.0296109,188.0,93.1252,,28.83070373535156,0.7197133891898734,40.058590222705305,125.86,39.55,320.48,13.9,93.47,312.69,251.54,47.44,25.77,13.78,25.87,22.59,7.58,72.85,22.78,24.39,114.38,37.02,59.1,36.48,41.01,23.0,58.36,27.99,9.75,13.05,77.8,161.68,33.29,22.23,30.3,29.84,33.09,23.41,28.88,4.04,354.33,13.03,11.59,21.01,58.55,21.95,102.91,127.57,65.85,46.13,154.93,53.3,98.879,99.672,166.853,59.2611460387287,59.73641468837839,36.29603515383,32.768933685,6.89774261073,4.90663987273,2234.5451310391,40.12810851545,1797.65605375534,456.55509503475,6147.8233065394,12094.2831574981,1039.55716737838,28000000.0,153000000.0,13800000.0,2540.0,1080000000.0,3200000.0,1370000.0,138000000.0,18800.0,258000.0,9520000.0,43184.227,1582201.1779999996,26056.537,727130.8760000002,30361.062,1509674.5849999995,15.0,14055.167,9064.667,2529682.55,0.1511935865302691,0.0494656017850663,0.1597224028949736,CHN,0.1597224028949736,0.1511935865302691,1.0564099083858762,0.0640406339562453,0.2431878350971987,1.0564099083858762,2.0,0.2166322467315492,0.1192475041944923,0.0261069405481475,0.5504605431261759,0.0,0.0,196.0,0.4846938775510204,0.5139714285714285,4.0,3.0,7.0,0.0,81.0,6.0,54.0,7.0,7.368192574592742,0.5383,0.6158,0.895656862745098,375.98,375.8,375.98,27652.691,4.307,,34973.902,7321.209,10466.565,10540.85,5096.196,857.435,343.439,27652.691,4.307,0.0,0.0,1124927.875,1908242.5,787887.625,100.0,100.0,7668.747,2419.463,44206.871,31648.42,6.885,1.208,0.847,100.0,117849.602,30361.062,43184.227,26056.537,101858.211,86.886,99601.826,386.0,314.0,156.0,84.0,14.0,25.0,14.0,40.0,113104.0,80391.0,255105908.0,115673335.0,102003619.0,2.533070403013632,1.76282608884209,1.4369372106794018,43.5156567,50.6665223,37.3618957,61532949107.723,7.547131823144104,1908.2425
2004,0.042598,0.0137333,0.0225,0.0266757,0.0155086,-0.0126061,102.271,0.66105,0.0,0.0,0.00625,0.000113044,0.00625,1.33683e-05,0.00851064,0.000787538,0.723278,0.46804,-0.0158651,-0.0414522,188.0,85.4754,,38.26499938964844,0.7388796696615203,51.78786338400349,154.1,37.88,323.79,18.0,174.4,327.56,326.43,43.68,26.64,16.14,27.7,22.93,8.86,106.19,35.71,40.76,202.74,51.75,90.33,61.64,50.56,25.85,67.48,27.26,10.6,14.44,85.31,192.46,44.27,19.17,36.99,28.38,26.81,23.88,27.88,4.66,363.75,14.74,11.41,22.74,59.06,17.95,132.55,165.86,77.93,51.06,207.21,78.29,112.819,141.579,178.361,63.25317754441835,79.37777877450789,44.37655851233,62.26968912933,6.93269097268,5.03057744326,3370.43974675605,44.57250382218,2017.57144537222,481.25553726136,10011.4470383002,16256.8984476067,1232.21598259438,29900000.0,164000000.0,14700000.0,2420.0,1200000000.0,3150000.0,1350000.0,142000000.0,20000.0,298000.0,9600000.0,45349.148,1627550.3259999997,26944.168,754075.0440000001,32984.902,1542659.4869999995,6.0,4979.668,1426.0,2534662.218,0.1508476029850685,0.0474423665225253,0.1673818830078119,CHN,0.1673818830078119,0.1508476029850685,1.1096091664405168,0.0660154495241765,0.2472356731050694,1.1096091664405168,2.0,0.2130125647310992,0.1227747226997403,0.0271221612855683,0.576373148948878,0.0,0.0,196.0,0.4846938775510204,0.5143485714285714,2.0,0.0,1.0,1.0,60.0,0.0,55.0,7.0,6.926978694131464,0.4624,0.5333,0.819756862745098,377.7,377.52,377.7,28610.023,4.399,,35053.887,6443.865,10813.392,10924.574,5257.67,895.93,341.454,28610.023,4.399,0.0,0.0,1153537.875,1943296.375,794331.5,100.0,100.0,7809.036,2487.873,44421.227,32630.893,6.83,1.228,0.862,100.0,123841.742,32984.902,45349.148,26944.168,106903.773,86.773,105278.218,393.0,299.0,125.0,124.0,11.0,16.0,8.0,48.0,244704.0,14179.0,162274848.0,220002193.0,157459430.0,2.633332588879062,1.75839041343746,1.4975812929571122,42.9278308,50.12129360000001,36.7731788,64868477524.092,7.8084123908296945,1943.296375
2005,0.04285,0.0315167,0.0425,0.0336583,0.0088924,-0.00207189,100.85,0.65453,0.0,0.0,0.00625,8.31695e-05,0.00625,0.0040758,0.00425532,0.000348222,0.702548,0.43575,-0.0185839,-0.040938,190.0,83.8763,,54.521087646484375,0.7639131788506872,71.3707907599025,152.48,35.86,304.03,16.59,146.31,473.25,430.02,40.58,22.74,18.81,27.45,20.84,9.47,112.39,44.34,43.55,128.09,53.51,110.12,51.92,64.42,27.45,77.68,26.37,12.66,13.19,89.7,197.43,47.01,18.4,51.06,24.46,25.19,20.85,23.86,5.24,362.29,12.78,15.22,21.5,58.15,16.65,161.03,204.6,82.24,50.51,262.3,92.91,121.482,167.96,178.361,68.1101810373344,94.168568240815,60.87916145586,54.29977511719,10.16610356542,7.21398707716,4194.84198023565,74.11630558723,2164.5474154314,507.23213606994,8414.85509312049,16811.8122386925,1575.03525275561,31900000.0,178000000.0,15000000.0,2470.0,1320000000.0,3470000.0,1460000.0,152000000.0,20800.0,296000.0,10000000.0,45735.105,1673285.4309999996,27582.227,781657.2710000001,35064.484,1577723.9709999994,8.0,8799.423,3066.09,2543461.641,0.155792921259768,0.040590740302651,0.1713954793484757,CHN,0.1713954793484757,0.155792921259768,1.1001493390235113,0.0684103283686337,0.2520573258861313,1.1001493390235113,2.0,0.2100014097996939,0.127627293128146,0.0278578346844596,0.6077449349024895,0.0,0.0,196.0,0.4795918367346938,0.5183257142857143,2.0,2.0,1.0,2.0,71.0,0.0,56.0,7.0,6.884223092715935,0.6023,0.6792,0.959656862745098,379.98,379.8,379.98,29598.951,4.494,,35530.062,5931.112,11498.5,11030.305,5376.289,966.776,346.552,29598.951,4.494,0.0,0.0,1183136.875,1978826.5,800262.562,100.0,100.0,7929.648,2510.292,45006.918,33687.422,6.833,1.248,0.878,100.0,127936.719,35064.484,45735.105,27582.227,110657.062,86.96,108381.816,481.0,395.0,190.0,130.0,19.0,30.0,13.0,33.0,93488.0,13401.0,160684678.0,334211562.0,323750003.0,2.67178392839617,1.73317663983269,1.5415531613985332,42.2031513,49.44708,36.074307,67362982273.514,8.078316320960699,1978.8265
2006,0.04792,0.0472167,0.0525,0.0322209,0.0152091,0.0145277,100.018,0.64189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.662143,0.372735,-0.0241538,-0.0577693,192.0,82.6037,98.6005,65.1440658569336,0.7885555394595741,82.61189300829615,143.13,36.5,281.14,15.17,151.51,350.81,487.41,48.22,27.2,19.4,26.76,23.65,12.42,101.66,78.65,55.79,113.44,84.63,101.06,59.62,147.64,30.26,92.44,25.54,14.11,13.65,118.05,243.36,72.03,18.45,49.27,24.66,28.51,22.78,23.14,7.09,413.71,12.1,22.05,23.67,59.96,16.43,172.9,214.67,88.03,51.64,284.01,91.84,153.017,282.602,181.215,84.43947796815937,155.94845901277486,71.4870000447,54.58643759961,7.47197052595,9.41936320842,7474.85210719448,77.09700137144,2857.66568442122,672.00693131695,9764.06686682234,26970.3205270766,3642.04575781163,33900000.0,193000000.0,15100000.0,2370.0,1470000000.0,3630000.0,1570000.0,151000000.0,20100.0,293000.0,10300000.0,46100.176,1719385.6069999996,28520.127,810177.398,36829.426,1614553.3969999994,11.0,42596.666,9000.0,2586058.307,0.1535560638272353,0.0409011427611385,0.1787154538484078,CHN,0.1787154538484078,0.1535560638272353,1.1638449787921057,0.0700750077890865,0.2554048716345376,1.1638449787921057,2.0,0.2033472850734615,0.1338761717451028,0.0293976659359885,0.6583622284248277,0.0,0.0,196.0,0.4744897959183674,0.5216685714285715,3.0,2.0,2.0,3.0,46.0,0.0,55.0,7.0,6.187175055456573,0.5663,0.6417,0.923656862745098,382.09,381.9,382.09,30594.152,4.586,,36627.895,6033.741,12136.238,11142.928,5531.006,1047.294,346.573,30594.152,4.586,0.0,0.0,1213731.0,2015454.25,806296.375,100.0,100.0,8057.693,2546.306,46217.527,34735.453,6.928,1.268,0.894,100.0,131481.203,36829.426,46100.176,28520.127,113695.703,86.931,111449.729,458.0,364.0,225.0,76.0,9.0,24.0,10.0,37.0,29871.0,16790.0,126303472.0,51775662.0,46362369.0,2.682744932537009,1.71691753911831,1.5625356905111942,41.2951521,48.5931377,35.203315,70301417323.854,8.34993231441048,2015.45425
